D. M. Wieliczka and S. Weng and M. R. Querry, "Wedge shaped cell for
highly absorbent liquids: infrared optical constants of water," Appl.
Opt., 28, 1714--1719, (1989).

wavelength	absorption
(nm)	(1/cm)
4488.3	335.69
4486.3	334.72
4484.3	334.03
4482.3	332.78
4480.3	332.09
4478.3	331.12
4476.3	330.14
4474.3	328.88
4472.3	327.91
4470.3	326.93
4468.3	325.95
4466.3	324.97
4464.3	323.99
4462.3	323.01
4460.3	322.03
4458.3	321.32
4456.3	320.34
4454.3	319.35
4452.4	318.37
4450.4	317.38
4448.4	316.39
4446.4	315.40
4444.4	314.41
4442.5	313.14
4440.5	311.86
4438.5	310.58
4436.6	309.02
4434.6	308.02
4432.6	306.74
4430.7	305.75
4428.7	304.75
4426.7	303.46
4424.8	302.46
4422.8	301.17
4420.9	300.17
4418.9	299.16
4417.0	297.87
4415.0	296.58
4413.1	295.57
4411.1	294.28
4409.2	293.27
4407.2	292.26
4405.3	290.96
4403.3	289.95
4401.4	288.65
4399.5	287.35
4397.5	286.33
4395.6	285.26
4393.7	284.24
4391.7	283.25
4389.8	282.37
4387.9	281.32
4386.0	280.24
4384.0	279.21
4382.1	278.13
4380.2	277.08
4378.3	276.20
4376.4	275.51
4374.5	274.60
4372.5	273.71
4370.6	272.83
4368.7	271.77
4366.8	270.91
4364.9	270.16
4363.0	269.44
4361.1	268.81
4359.2	268.04
4357.3	267.26
4355.4	266.57
4353.5	265.87
4351.6	265.24
4349.7	264.52
4347.8	263.79
4345.9	262.78
4344.0	261.88
4342.2	260.93
4340.3	260.11
4338.4	259.24
4336.5	258.51
4334.6	257.73
4332.8	257.05
4330.9	256.32
4329.0	255.19
4327.1	254.43
4325.3	253.84
4323.4	252.99
4321.5	252.55
4319.7	252.07
4317.8	251.48
4315.9	250.84
4314.1	250.27
4312.2	249.65
4310.3	249.09
4308.5	248.41
4306.6	247.70
4304.8	246.82
4302.9	246.28
4301.1	245.48
4299.2	244.80
4297.4	243.85
4295.5	242.72
4293.7	241.66
4291.8	240.88
4290.0	239.93
4288.2	238.83
4286.3	237.70
4284.5	236.52
4282.7	235.68
4280.8	234.75
4279.0	233.85
4277.2	233.04
4275.3	232.14
4273.5	231.18
4271.7	230.64
4269.9	230.03
4268.0	229.24
4266.2	228.55
4264.4	227.97
4262.6	227.38
4260.8	226.60
4258.9	225.96
4257.1	225.05
4255.3	224.14
4253.5	223.35
4251.7	222.71
4249.9	222.18
4248.1	221.53
4246.3	220.53
4244.5	219.41
4242.7	218.44
4240.9	217.47
4239.1	216.52
4237.3	215.72
4235.5	215.04
4233.7	214.36
4231.9	213.92
4230.1	213.35
4228.3	212.91
4226.5	212.29
4224.8	211.75
4223.0	211.22
4221.2	210.62
4219.4	209.85
4217.6	209.01
4215.9	208.47
4214.1	207.99
4212.3	207.54
4210.5	207.27
4208.8	206.76
4207.0	206.10
4205.2	205.29
4203.4	204.51
4201.7	203.76
4199.9	203.16
4198.2	202.62
4196.4	202.07
4194.6	201.62
4192.9	201.16
4191.1	200.77
4189.4	200.28
4187.6	199.59
4185.9	199.04
4184.1	198.61
4182.4	198.06
4180.6	197.37
4178.9	196.82
4177.1	196.21
4175.4	195.66
4173.6	195.14
4171.9	194.53
4170.1	193.79
4168.4	193.24
4166.7	192.69
4164.9	192.07
4163.2	191.52
4161.5	191.03
4159.7	190.62
4158.0	190.19
4156.3	189.60
4154.5	188.89
4152.8	188.43
4151.1	187.96
4149.4	187.52
4147.7	186.87
4145.9	186.35
4144.2	185.85
4142.5	185.41
4140.8	184.91
4139.1	184.44
4137.4	183.91
4135.6	183.25
4133.9	182.63
4132.2	181.98
4130.5	181.47
4128.8	180.94
4127.1	180.47
4125.4	179.87
4123.7	179.24
4122.0	178.62
4120.3	178.14
4118.6	177.45
4116.9	176.79
4115.2	176.07
4113.5	175.50
4111.8	175.03
4110.2	174.52
4108.5	173.79
4106.8	173.19
4105.1	172.56
4103.4	171.96
4101.7	171.38
4100.0	170.90
4098.4	170.39
4096.7	169.72
4095.0	169.15
4093.3	168.57
4091.7	168.18
4090.0	167.60
4088.3	167.00
4086.6	166.36
4085.0	165.72
4083.3	165.08
4081.6	164.50
4080.0	164.04
4078.3	163.43
4076.6	163.00
4075.0	162.52
4073.3	162.06
4071.7	161.57
4070.0	161.02
4068.3	160.43
4066.7	159.88
4065.0	159.36
4063.4	158.90
4061.7	158.53
4060.1	158.19
4058.4	157.82
4056.8	157.42
4055.2	157.02
4053.5	156.71
4051.9	156.37
4050.2	155.85
4048.6	155.60
4046.9	155.35
4045.3	155.07
4043.7	154.76
4042.0	154.48
4040.4	154.30
4038.8	154.14
4037.1	153.95
4035.5	153.70
4033.9	153.39
4032.3	153.08
4030.6	152.74
4029.0	152.33
4027.4	151.96
4025.8	151.64
4024.1	151.27
4022.5	151.01
4020.9	150.64
4019.3	150.29
4017.7	149.82
4016.1	149.35
4014.5	148.94
4012.8	148.50
4011.2	148.09
4009.6	147.80
4008.0	147.45
4006.4	147.04
4004.8	146.60
4003.2	146.25
4001.6	145.99
4000.0	145.64
3998.4	145.23
3996.8	144.88
3995.2	144.47
3993.6	144.12
3992.0	143.73
3990.4	143.32
3988.8	143.00
3987.2	142.61
3985.7	142.16
3984.1	141.84
3982.5	141.39
3980.9	140.88
3979.3	140.40
3977.7	139.89
3976.1	139.38
3974.6	138.99
3973.0	138.63
3971.4	138.15
3969.8	137.73
3968.3	137.25
3966.7	136.79
3965.1	136.40
3963.5	135.95
3962.0	135.43
3960.4	134.98
3958.8	134.59
3957.3	134.17
3955.7	133.84
3954.1	133.45
3952.6	133.09
3951.0	132.76
3949.4	132.33
3947.9	132.00
3946.3	131.74
3944.8	131.40
3943.2	131.01
3941.7	130.74
3940.1	130.48
3938.6	130.27
3937.0	130.10
3935.5	129.86
3933.9	129.53
3932.4	129.26
3930.8	128.99
3929.3	128.76
3927.7	128.58
3926.2	128.22
3924.6	127.92
3923.1	127.68
3921.6	127.47
3920.0	127.30
3918.5	127.12
3917.0	126.92
3915.4	126.71
3913.9	126.57
3912.4	126.33
3910.8	126.15
3909.3	126.04
3907.8	125.93
3906.2	125.82
3904.7	125.74
3903.2	125.69
3901.7	125.61
3900.2	125.47
3898.6	125.35
3897.1	125.11
3895.6	124.97
3894.1	124.79
3892.6	124.64
3891.1	124.47
3889.5	124.26
3888.0	124.11
3886.5	124.00
3885.0	123.82
3883.5	123.64
3882.0	123.50
3880.5	123.22
3879.0	123.01
3877.5	122.83
3876.0	122.58
3874.5	122.47
3873.0	122.42
3871.5	122.34
3870.0	122.22
3868.5	122.17
3867.0	122.12
3865.5	121.97
3864.0	121.86
3862.5	121.65
3861.0	121.37
3859.5	121.22
3858.0	121.04
3856.5	120.95
3855.1	120.77
3853.6	120.66
3852.1	120.44
3850.6	120.32
3849.1	120.11
3847.6	120.03
3846.2	119.88
3844.7	119.63
3843.2	119.48
3841.7	119.33
3840.2	119.18
3838.8	119.16
3837.3	119.07
3835.8	119.02
3834.4	118.97
3832.9	118.91
3831.4	118.83
3830.0	118.68
3828.5	118.59
3827.0	118.50
3825.6	118.39
3824.1	118.33
3822.6	118.31
3821.2	118.26
3819.7	118.21
3818.3	118.22
3816.8	118.13
3815.3	118.18
3813.9	118.22
3812.4	118.23
3811.0	118.25
3809.5	118.29
3808.1	118.40
3806.6	118.51
3805.2	118.56
3803.7	118.70
3802.3	118.75
3800.8	118.92
3799.4	119.04
3797.9	119.11
3796.5	119.23
3795.1	119.37
3793.6	119.55
3792.2	119.76
3790.8	119.87
3789.3	119.98
3787.9	120.23
3786.4	120.44
3785.0	120.58
3783.6	120.83
3782.1	120.97
3780.7	121.25
3779.3	121.46
3777.9	121.64
3776.4	121.92
3775.0	122.13
3773.6	122.35
3772.2	122.53
3770.7	122.71
3769.3	122.89
3767.9	123.10
3766.5	123.28
3765.1	123.43
3763.6	123.57
3762.2	123.79
3760.8	123.87
3759.4	124.08
3758.0	124.26
3756.6	124.37
3755.2	124.52
3753.8	124.77
3752.3	124.98
3750.9	125.06
3749.5	125.24
3748.1	125.29
3746.7	125.44
3745.3	125.62
3743.9	125.80
3742.5	125.91
3741.1	126.26
3739.7	126.55
3738.3	126.83
3736.9	127.08
3735.5	127.33
3734.1	127.58
3732.7	127.79
3731.3	128.08
3730.0	128.23
3728.6	128.51
3727.2	128.76
3725.8	129.08
3724.4	129.36
3723.0	129.68
3721.6	129.96
3720.2	130.22
3718.9	130.47
3717.5	130.65
3716.1	130.83
3714.7	131.15
3713.3	131.47
3712.0	131.79
3710.6	132.11
3709.2	132.53
3707.8	132.99
3706.4	133.28
3705.1	133.70
3703.7	134.09
3702.3	134.48
3701.0	134.83
3699.6	135.29
3698.2	135.75
3696.9	136.21
3695.5	136.73
3694.1	137.23
3692.8	137.68
3691.4	138.28
3690.0	138.84
3688.7	139.34
3687.3	139.86
3686.0	140.32
3684.6	140.89
3683.2	141.35
3681.9	141.88
3680.5	142.38
3679.2	142.91
3677.8	143.61
3676.5	144.24
3675.1	144.74
3673.8	145.37
3672.4	146.08
3671.1	146.75
3669.7	147.38
3668.4	148.12
3667.0	148.76
3665.7	149.33
3664.3	149.93
3663.0	150.57
3661.7	151.21
3660.3	151.95
3659.0	152.69
3657.6	153.33
3656.3	153.90
3655.0	154.55
3653.6	155.26
3652.3	155.93
3651.0	156.57
3649.6	157.32
3648.3	158.13
3647.0	158.98
3645.6	159.80
3644.3	160.41
3643.0	161.16
3641.7	161.94
3640.3	162.80
3639.0	163.65
3637.7	164.43
3636.4	165.39
3635.0	166.07
3633.7	166.90
3632.4	167.72
3631.1	168.57
3629.8	169.40
3628.4	170.22
3627.1	171.04
3625.8	171.77
3624.5	172.59
3623.2	173.49
3621.9	174.35
3620.6	175.07
3619.3	175.86
3617.9	176.79
3616.6	177.66
3615.3	178.42
3614.0	179.18
3612.7	179.90
3611.4	180.77
3610.1	181.63
3608.8	182.64
3607.5	183.57
3606.2	184.65
3604.9	185.73
3603.6	186.63
3602.3	187.64
3601.0	188.65
3599.7	189.77
3598.4	190.74
3597.1	191.93
3595.8	193.05
3594.5	193.96
3593.2	195.07
3592.0	196.19
3590.7	197.28
3589.4	198.37
3588.1	199.59
3586.8	200.82
3585.5	201.91
3584.2	203.03
3582.9	204.09
3581.7	205.25
3580.4	206.55
3579.1	207.75
3577.8	209.05
3576.5	210.22
3575.3	211.49
3574.0	212.76
3572.7	213.96
3571.4	215.37
3570.2	216.68
3568.9	218.06
3567.6	219.48
3566.3	221.04
3565.1	222.35
3563.8	223.77
3562.5	225.51
3561.3	227.03
3560.0	228.60
3558.7	230.16
3557.5	231.80
3556.2	233.47
3554.9	235.07
3553.7	236.75
3552.4	238.35
3551.1	240.24
3549.9	242.06
3548.6	243.67
3547.4	245.39
3546.1	246.96
3544.8	248.64
3543.6	250.43
3542.3	252.08
3541.1	253.88
3539.8	255.71
3538.6	257.54
3537.3	259.44
3536.1	261.24
3534.8	262.97
3533.6	264.77
3532.3	266.64
3531.1	268.33
3529.8	270.14
3528.6	271.98
3527.3	273.85
3526.1	275.77
3524.9	277.86
3523.6	279.78
3522.4	281.77
3521.1	283.87
3519.9	285.97
3518.6	287.89
3517.4	290.06
3516.2	292.20
3514.9	294.41
3513.7	296.55
3512.5	298.73
3511.2	300.99
3510.0	303.35
3508.8	305.67
3507.5	308.00
3506.3	310.30
3505.1	312.59
3503.9	314.93
3502.6	317.22
3501.4	319.56
3500.2	321.97
3499.0	324.45
3497.7	326.94
3496.5	329.57
3495.3	332.31
3494.1	334.65
3492.8	337.22
3491.6	340.03
3490.4	342.64
3489.2	345.31
3488.0	348.06
3486.8	350.64
3485.5	353.25
3484.3	355.86
3483.1	358.83
3481.9	361.63
3480.7	364.64
3479.5	368.02
3478.3	370.68
3477.1	373.70
3475.8	376.36
3474.6	379.38
3473.4	382.05
3472.2	385.07
3471.0	388.47
3469.8	391.50
3468.6	394.89
3467.4	397.93
3466.2	401.33
3465.0	404.73
3463.8	407.78
3462.6	411.55
3461.4	414.59
3460.2	418.01
3459.0	421.42
3457.8	424.84
3456.6	428.62
3455.4	431.68
3454.2	435.46
3453.0	438.89
3451.8	442.32
3450.7	446.11
3449.5	449.54
3448.3	452.98
3447.1	456.78
3445.9	460.22
3444.7	464.39
3443.5	468.20
3442.3	472.38
3441.2	476.19
3440.0	480.37
3438.8	484.56
3437.6	488.75
3436.4	493.30
3435.2	497.86
3434.1	502.06
3432.9	505.89
3431.7	510.09
3430.5	513.93
3429.4	518.14
3428.2	522.72
3427.0	527.66
3425.8	532.61
3424.7	536.46
3423.5	541.05
3422.3	546.38
3421.1	550.97
3420.0	555.57
3418.8	560.91
3417.6	566.25
3416.5	570.85
3415.3	575.83
3414.1	581.18
3413.0	586.17
3411.8	591.89
3410.6	597.25
3409.5	602.61
3408.3	608.35
3407.2	614.09
3406.0	619.10
3404.8	624.10
3403.7	629.49
3402.5	634.50
3401.4	641.37
3400.2	647.13
3399.0	652.89
3397.9	657.18
3396.7	661.48
3395.6	667.99
3394.4	673.40
3393.3	676.59
3392.1	682.38
3391.0	688.17
3389.8	692.11
3388.7	695.31
3387.5	700.00
3386.4	703.58
3385.2	708.27
3384.1	712.22
3382.9	715.44
3381.8	719.39
3380.7	722.98
3379.5	727.32
3378.4	732.03
3377.2	737.48
3376.1	745.18
3375.0	753.99
3373.8	763.93
3372.7	773.13
3371.5	784.94
3370.4	797.51
3369.3	811.58
3368.1	825.29
3367.0	837.51
3365.9	850.11
3364.7	865.34
3363.6	878.70
3362.5	892.45
3361.3	906.21
3360.2	920.73
3359.1	934.13
3358.0	946.79
3356.8	957.59
3355.7	969.15
3354.6	980.71
3353.5	992.28
3352.3	1004.6
3351.2	1016.2
3350.1	1028.9
3349.0	1043.1
3347.8	1058.5
3346.7	1073.5
3345.6	1088.9
3344.5	1105.8
3343.4	1121.9
3342.2	1138.1
3341.1	1153.5
3340.0	1170.8
3338.9	1229.2
3337.8	1246.9
3336.7	1264.7
3335.6	1283.6
3334.4	1303.2
3333.3	1321.4
3332.2	1339.5
3331.1	1356.2
3330.0	1374.0
3328.9	1392.2
3327.8	1408.5
3326.7	1425.2
3325.6	1442.7
3324.5	1457.9
3323.4	1473.5
3322.3	1490.7
3321.2	1506.3
3320.1	1521.2
3319.0	1535.3
3317.9	1549.8
3316.7	1563.6
3315.6	1576.3
3314.6	1590.1
3313.5	1603.5
3312.4	1615.4
3311.3	1627.7
3310.2	1640.0
3309.1	1651.9
3308.0	1664.3
3306.9	1675.8
3305.8	1687.8
3304.7	1698.6
3303.6	1709.1
3302.5	1719.1
3301.4	1728.5
3300.3	1736.6
3299.2	1744.8
3298.2	1753.4
3297.1	1763.5
3296.0	1772.9
3294.9	1780.7
3293.8	1788.2
3292.7	1796.0
3291.6	1803.5
3290.6	1811.3
3289.5	1819.9
3288.4	1828.9
3287.3	1837.2
3286.2	1845.8
3285.2	1856.4
3284.1	1866.2
3283.0	1878.6
3281.9	1891.1
3280.8	1903.6
3279.8	1916.5
3278.7	1928.3
3277.6	1940.8
3276.5	1953.3
3275.5	1965.8
3274.4	1979.9
3273.3	1995.5
3272.3	2011.2
3271.2	2027.6
3270.1	2043.6
3269.0	2061.2
3268.0	2078.4
3266.9	2095.6
3265.8	2114.8
3264.8	2133.5
3263.7	2152.3
3262.6	2170.0
3261.6	2189.6
3260.5	2210.7
3259.5	2233.0
3258.4	2256.1
3257.3	2280.0
3256.3	2302.4
3255.2	2326.3
3254.1	2349.0
3253.1	2373.8
3252.0	2400.0
3251.0	2426.7
3249.9	2453.8
3248.9	2480.9
3247.8	2508.4
3246.8	2536.3
3245.7	2565.4
3244.6	2594.5
3243.6	2624.4
3242.5	2652.4
3241.5	2678.8
3240.4	2706.4
3239.4	2731.8
3238.3	2757.1
3237.3	2784.8
3236.2	2812.8
3235.2	2839.8
3234.2	2867.1
3233.1	2894.1
3232.1	2922.6
3231.0	2949.2
3230.0	2977.8
3228.9	3004.5
3227.9	3033.1
3226.8	3060.5
3225.8	3090.0
3224.8	3117.9
3223.7	3146.9
3222.7	3176.4
3221.6	3204.7
3220.6	3230.7
3219.6	3256.8
3218.5	3282.4
3217.5	3306.5
3216.5	3331.0
3215.4	3356.7
3214.4	3382.4
3213.4	3408.1
3212.3	3433.5
3211.3	3458.5
3210.3	3482.3
3209.2	3507.7
3208.2	3532.7
3207.2	3558.5
3206.2	3583.9
3205.1	3610.2
3204.1	3636.4
3203.1	3663.9
3202.0	3691.4
3201.0	3720.4
3200.0	3749.1
3199.0	3779.8
3198.0	3809.3
3196.9	3834.8
3195.9	3862.0
3194.9	3889.6
3193.9	3917.2
3192.8	3943.7
3191.8	3972.5
3190.8	4001.3
3189.8	4030.2
3188.8	4059.0
3187.8	4087.9
3186.7	4116.8
3185.7	4145.8
3184.7	4174.7
3183.7	4203.7
3182.7	4240.5
3181.7	4273.5
3180.7	4306.4
3179.7	4343.4
3178.6	4372.4
3177.6	4405.5
3176.6	4442.5
3175.6	4479.5
3174.6	4512.6
3173.6	4549.6
3172.6	4582.8
3171.6	4623.9
3170.6	4657.0
3169.6	4694.2
3168.6	4735.3
3167.6	4772.5
3166.6	4809.8
3165.6	4851.0
3164.6	4892.2
3163.6	4937.5
3162.6	4982.7
3161.6	5028.0
3160.6	5073.4
3159.6	5118.7
3158.6	5160.1
3157.6	5205.5
3156.6	5243.0
3155.6	5292.4
3154.6	5337.9
3153.6	5383.5
3152.6	5429.0
3151.6	5470.6
3150.6	5520.2
3149.6	5565.8
3148.6	5611.5
3147.6	5657.1
3146.6	5702.8
3145.6	5748.6
3144.7	5794.3
3143.7	5840.1
3142.7	5886.0
3141.7	5931.8
3140.7	5981.7
3139.7	6023.6
3138.7	6065.5
3137.7	6107.5
3136.8	6145.4
3135.8	6187.4
3134.8	6229.5
3133.8	6279.5
3132.8	6321.6
3131.9	6367.7
3130.9	6409.9
3129.9	6448.0
3128.9	6490.2
3127.9	6532.4
3127.0	6574.6
3126.0	6616.9
3125.0	6659.2
3124.0	6701.5
3123.0	6739.8
3122.1	6778.1
3121.1	6816.5
3120.1	6854.8
3119.2	6893.2
3118.2	6931.7
3117.2	6970.1
3116.2	7000.5
3115.3	7039.0
3114.3	7073.5
3113.3	7116.0
3112.4	7158.6
3111.4	7197.2
3110.4	7235.8
3109.5	7270.4
3108.5	7305.0
3107.5	7339.6
3106.6	7374.2
3105.6	7417.0
3104.6	7455.7
3103.7	7494.5
3102.7	7533.3
3101.7	7568.0
3100.8	7598.7
3099.8	7637.6
3098.9	7676.4
3097.9	7703.1
3096.9	7733.9
3096.0	7768.8
3095.0	7807.7
3094.1	7846.7
3093.1	7877.6
3092.1	7912.5
3091.2	7947.5
3090.2	7978.4
3089.3	8013.4
3088.3	8044.4
3087.4	8075.4
3086.4	8102.3
3085.5	8133.3
3084.5	8168.4
3083.6	8207.6
3082.6	8246.8
3081.7	8282.0
3080.7	8325.3
3079.8	8364.6
3078.8	8403.9
3077.9	8447.3
3076.9	8490.8
3076.0	8517.9
3075.0	8553.2
3074.1	8600.8
3073.1	8644.3
3072.2	8679.7
3071.3	8715.1
3070.3	8746.4
3069.4	8786.0
3068.4	8817.3
3067.5	8852.8
3066.5	8884.2
3065.6	8907.4
3064.7	8930.7
3063.7	8958.0
3062.8	8993.6
3061.8	9025.1
3060.9	9052.5
3060.0	9084.0
3059.0	9111.4
3058.1	9143.0
3057.2	9166.3
3056.2	9189.7
3055.3	9200.7
3054.4	9211.8
3053.4	9226.9
3052.5	9254.4
3051.6	9282.0
3050.6	9305.4
3049.7	9324.7
3048.8	9344.0
3047.9	9375.8
3046.9	9403.4
3046.0	9426.8
3045.1	9454.5
3044.1	9482.1
3043.2	9509.8
3042.3	9529.2
3041.4	9565.2
3040.4	9597.0
3039.5	9616.5
3038.6	9635.9
3037.7	9663.7
3036.7	9683.2
3035.8	9702.7
3034.9	9722.2
3034.0	9733.4
3033.1	9757.1
3032.1	9772.5
3031.2	9796.2
3030.3	9824.0
3029.4	9856.0
3028.5	9879.7
3027.6	9907.6
3026.6	9931.4
3025.7	9971.8
3024.8	9995.6
3023.9	10019
3023.0	10047
3022.1	10071
3021.1	10091
3020.2	10115
3019.3	10151
3018.4	10192
3017.5	10224
3016.6	10248
3015.7	10276
3014.8	10296
3013.9	10320
3013.0	10348
3012.0	10376
3011.1	10396
3010.2	10411
3009.3	10435
3008.4	10468
3007.5	10492
3006.6	10512
3005.7	10536
3004.8	10560
3003.9	10588
3003.0	10616
3002.1	10645
3001.2	10673
3000.3	10701
2999.4	10738
2998.5	10787
2997.6	10832
2996.7	10869
2995.8	10894
2994.9	10914
2994.0	10938
2993.1	10970
2992.2	11012
2991.3	11048
2990.4	11094
2989.5	11127
2988.6	11155
2987.8	11188
2986.9	11216
2986.0	11245
2985.1	11282
2984.2	11311
2983.3	11335
2982.4	11368
2981.5	11401
2980.6	11434
2979.7	11463
2978.9	11483
2978.0	11524
2977.1	11561
2976.2	11569
2975.3	11585
2974.4	11614
2973.5	11639
2972.7	11659
2971.8	11696
2970.9	11725
2970.0	11767
2969.1	11800
2968.2	11824
2967.4	11836
2966.5	11865
2965.6	11882
2964.7	11906
2963.8	11914
2963.0	11913
2962.1	11938
2961.2	11954
2960.3	11958
2959.5	11974
2958.6	11974
2957.7	11990
2956.8	12015
2956.0	12018
2955.1	12017
2954.2	12025
2953.3	12029
2952.5	12024
2951.6	12015
2950.7	12022
2949.9	12039
2949.0	12064
2948.1	12080
2947.2	12071
2946.4	12083
2945.5	12108
2944.6	12116
2943.8	12115
2942.9	12131
2942.0	12169
2941.2	12194
2940.3	12202
2939.4	12214
2938.6	12226
2937.7	12242
2936.9	12250
2936.0	12262
2935.1	12262
2934.3	12253
2933.4	12222
2932.6	12225
2931.7	12229
2930.8	12215
2930.0	12219
2929.1	12223
2928.3	12218
2927.4	12200
2926.5	12182
2925.7	12181
2924.8	12176
2924.0	12145
2923.1	12127
2922.3	12144
2921.4	12134
2920.6	12121
2919.7	12120
2918.9	12119
2918.0	12123
2917.2	12113
2916.3	12100
2915.5	12086
2914.6	12051
2913.8	12037
2912.9	12040
2912.1	12048
2911.2	12039
2910.4	12016
2909.5	11998
2908.7	11985
2907.8	11975
2907.0	11953
2906.1	11930
2905.3	11899
2904.4	11881
2903.6	11837
2902.8	11810
2901.9	11805
2901.1	11782
2900.2	11768
2899.4	11759
2898.6	11740
2897.7	11722
2896.9	11695
2896.0	11672
2895.2	11632
2894.4	11610
2893.5	11600
2892.7	11573
2891.8	11542
2891.0	11501
2890.2	11466
2889.3	11447
2888.5	11424
2887.7	11393
2886.8	11357
2886.0	11317
2885.2	11276
2884.3	11236
2883.5	11191
2882.7	11173
2881.8	11150
2881.0	11109
2880.2	11073
2879.4	11042
2878.5	11006
2877.7	10969
2876.9	10929
2876.0	10884
2875.2	10826
2874.4	10777
2873.6	10718
2872.7	10673
2871.9	10633
2871.1	10596
2870.3	10573
2869.4	10532
2868.6	10487
2867.8	10438
2867.0	10392
2866.2	10338
2865.3	10284
2864.5	10239
2863.7	10194
2862.9	10162
2862.0	10112
2861.2	10062
2860.4	10012
2859.6	9957.8
2858.8	9903.5
2858.0	9858.0
2857.1	9808.0
2856.3	9762.5
2855.5	9708.0
2854.7	9662.4
2853.9	9621.1
2853.1	9588.6
2852.3	9547.3
2851.4	9514.8
2850.6	9469.0
2849.8	9423.2
2849.0	9377.3
2848.2	9340.3
2847.4	9298.8
2846.6	9244.1
2845.8	9202.6
2845.0	9174.3
2844.1	9141.5
2843.3	9113.2
2842.5	9076.0
2841.7	9034.4
2840.9	8988.3
2840.1	8946.6
2839.3	8913.7
2838.5	8880.8
2837.7	8843.5
2836.9	8806.1
2836.1	8764.3
2835.3	8722.5
2834.5	8685.1
2833.7	8647.6
2832.9	8610.1
2832.1	8577.1
2831.3	8539.6
2830.5	8506.5
2829.7	8477.8
2828.9	8440.2
2828.1	8398.1
2827.3	8360.5
2826.5	8327.3
2825.7	8289.6
2824.9	8247.5
2824.1	8200.9
2823.3	8149.8
2822.5	8094.2
2821.7	8038.6
2820.9	7987.4
2820.1	7931.7
2819.3	7880.5
2818.5	7824.7
2817.7	7773.4
2816.9	7717.6
2816.1	7666.3
2815.3	7619.3
2814.5	7563.4
2813.7	7516.4
2812.9	7464.9
2812.1	7417.9
2811.4	7375.3
2810.6	7323.7
2809.8	7267.6
2809.0	7216.0
2808.2	7159.8
2807.4	7108.1
2806.6	7051.9
2805.8	6995.7
2805.0	6934.9
2804.3	6874.1
2803.5	6817.8
2802.7	6756.9
2801.9	6700.5
2801.1	6644.0
2800.3	6592.1
2799.6	6535.6
2798.8	6479.0
2798.0	6417.9
2797.2	6361.3
2796.4	6309.2
2795.6	6252.5
2794.9	6200.3
2794.1	6148.1
2793.3	6100.3
2792.5	6043.5
2791.7	5991.2
2791.0	5934.3
2790.2	5881.9
2789.4	5834.0
2788.6	5781.6
2787.8	5729.1
2787.1	5676.6
2786.3	5624.1
2785.5	5571.5
2784.7	5518.9
2784.0	5470.8
2783.2	5422.6
2782.4	5379.0
2781.6	5330.8
2780.9	5282.6
2780.1	5243.3
2779.3	5195.1
2778.5	5151.3
2777.8	5107.5
2777.0	5068.2
2776.2	5028.8
2775.5	4994.0
2774.7	4954.6
2773.9	4915.2
2773.2	4880.3
2772.4	4840.9
2771.6	4801.4
2770.9	4762.0
2770.1	4722.5
2769.3	4687.5
2768.5	4652.4
2767.8	4617.4
2767.0	4577.8
2766.3	4541.4
2765.5	4507.2
2764.7	4474.3
2764.0	4440.1
2763.2	4404.1
2762.4	4366.2
2761.7	4327.3
2760.9	4287.5
2760.1	4251.4
2759.4	4214.3
2758.6	4177.2
2757.9	4141.0
2757.1	4098.8
2756.3	4055.8
2755.6	4013.5
2754.8	3970.9
2754.1	3928.2
2753.3	3884.1
2752.5	3843.1
2751.8	3802.6
2751.0	3761.6
2750.3	3717.4
2749.5	3673.7
2748.8	3629.0
2748.0	3581.5
2747.3	3533.5
2746.5	3484.2
2745.7	3430.7
2745.0	3375.3
2744.2	3316.2
2743.5	3256.2
2742.7	3193.4
2742.0	3130.2
2741.2	3062.3
2740.5	2992.9
2739.7	2925.0
2739.0	2853.7
2738.2	2782.9
2737.5	2713.9
2736.7	2643.9
2736.0	2574.8
2735.2	2510.3
2734.5	2447.6
2733.7	2383.4
2733.0	2320.2
2732.2	2257.8
2731.5	2199.1
2730.7	2140.3
2730.0	2080.6
2729.3	2021.3
2728.5	1961.1
2727.8	1901.7
2727.0	1842.3
2726.3	1782.0
2725.5	1720.7
2724.8	1659.3
2724.1	1597.1
2723.3	1535.2
2722.6	1474.2
2721.8	1416.5
2721.1	1358.2
2720.3	1300.4
2719.6	1246.2
2718.9	1195.2
2718.1	1147.9
2717.4	1104.3
2716.7	1062.1
2715.9	1021.2
2715.2	982.56
2714.4	947.18
2713.7	915.49
2713.0	884.70
2712.2	856.68
2711.5	815.67
2710.8	778.34
2710.0	757.68
2709.3	737.48
2708.6	717.27
2707.8	697.97
2707.1	680.52
2706.4	662.13
2705.6	645.12
2704.9	628.11
2704.2	611.55
2703.4	595.45
2702.7	580.26
2702.0	566.47
2701.2	554.53
2700.5	542.11
2699.8	531.09
2699.1	519.59
2698.3	508.55
2697.6	497.05
2696.9	485.53
2696.1	474.48
2695.4	464.58
2694.7	454.54
2694.0	444.26
2693.2	434.91
2692.5	425.78
2691.8	416.89
2691.1	408.50
2690.3	400.30
2689.6	393.12
2688.9	385.89
2688.2	378.88
2687.4	372.16
2686.7	365.57
2686.0	359.54
2685.3	353.51
2684.6	347.52
2683.8	341.99
2683.1	336.60
2682.4	331.45
2681.7	326.05
2681.0	320.94
2680.2	316.10
2679.5	311.54
2678.8	306.98
2678.1	302.56
2676.7	292.06
