D. M. Wieliczka and S. Weng and M. R. Querry, "Wedge shaped cell for
highly absorbent liquids: infrared optical constants of water," Appl.
Opt., 28, 1714--1719, (1989).

wavelength	absorption
(nm)	(1/cm)
2675.9	279.93
2675.2	273.01
2673.8	266.62
2673.1	261.29
2671.7	256.63
2670.9	251.29
2670.2	246.36
2668.8	241.74
2668.1	237.57
2666.7	233.73
2666.0	229.55
2665.2	225.04
2663.8	221.20
2663.1	218.00
2661.7	213.92
2661.0	211.14
2660.3	208.46
2658.9	205.59
2658.2	202.48
2656.7	199.79
2656.0	197.25
2655.3	194.51
2653.9	192.00
2653.2	189.69
2651.8	186.85
2651.1	184.53
2649.7	182.35
2649.0	180.41
2648.3	178.32
2646.9	176.09
2646.2	174.23
2644.8	172.09
2644.1	170.10
2642.7	168.33
2642.0	166.57
2641.3	164.76
2639.9	163.18
2639.2	161.60
2637.8	159.88
2637.1	158.20
2635.7	156.57
2635.0	155.09
2633.7	153.78
2633.0	152.44
2632.3	151.00
2630.9	149.50
2630.2	148.40
2628.8	146.90
2628.1	145.69
2626.7	144.29
2626.1	143.13
2624.7	142.15
2624.0	140.94
2623.3	139.69
2621.9	138.42
2621.2	137.21
2619.9	135.98
2619.2	134.72
2617.8	133.59
2617.1	132.52
2615.7	131.49
2615.1	130.32
2613.7	129.24
2613.0	128.31
2612.3	127.33
2611.0	126.10
2610.3	125.12
2608.9	124.17
2608.2	123.19
2606.9	122.20
2606.2	121.31
2604.8	120.51
2604.2	119.77
2602.8	119.11
2602.1	118.27
2600.8	117.70
2600.1	117.15
2598.8	116.39
2598.1	115.70
2596.7	115.13
2596.1	114.58
2594.7	114.05
2594.0	113.41
2592.7	112.93
2592.0	112.28
2590.7	111.81
2590.0	111.30
2588.7	110.87
2588.0	110.37
2587.3	109.96
2586.0	109.43
2585.3	109.12
2584.0	108.74
2583.3	108.38
2582.0	108.05
2581.3	107.68
2580.0	107.30
2579.3	106.94
2578.0	106.65
2577.3	106.34
2576.0	106.15
2574.7	106.01
2574.0	105.74
2572.7	105.55
2572.0	105.44
2570.7	105.20
2570.0	104.98
2568.7	104.89
2568.1	104.72
2566.7	104.58
2566.1	104.46
2564.8	104.41
2564.1	104.34
2562.8	104.20
2562.1	104.13
2560.8	104.08
2560.2	103.91
2558.9	103.87
2558.2	103.79
2556.9	103.60
2556.2	103.53
2554.9	103.58
2554.3	103.51
2553.0	103.42
2552.3	103.34
2551.0	103.30
2549.7	103.30
2549.1	103.23
2547.8	103.23
2547.1	103.16
2545.8	103.21
2545.2	103.14
2543.9	103.14
2543.2	103.07
2541.9	103.07
2541.3	103.00
2540.0	102.95
2538.7	102.86
2538.1	102.79
2536.8	102.74
2536.1	102.72
2534.9	102.67
2534.2	102.60
2532.9	102.55
2532.3	102.47
2531.0	102.33
2529.7	102.23
2529.1	102.11
2527.8	101.96
2527.2	101.89
2525.9	101.74
2525.3	101.62
2524.0	101.52
2522.7	101.32
2522.1	101.10
2520.8	101.00
2520.2	100.87
2518.9	100.77
2518.3	100.55
2517.0	100.40
2515.7	100.20
2515.1	99.978
2513.8	99.778
2513.2	99.603
2511.9	99.253
2511.3	98.978
2510.0	98.727
2508.8	98.426
2508.2	98.100
2506.9	97.848
2506.3	97.472
2505.0	97.220
2503.8	96.867
2503.1	96.489
2501.9	96.086
2501.3	95.708
2500.0	95.303
2498.8	94.898
2498.1	94.520
2496.9	94.114
2496.3	93.735
2495.0	93.328
2493.8	92.972
2493.1	92.491
2491.9	91.982
2491.3	91.551
2490.0	90.890
2488.8	90.380
2488.2	89.645
2486.9	89.033
2485.7	88.571
2485.1	87.734
2483.9	87.019
2483.2	86.483
2482.0	86.172
2480.8	85.708
2480.2	85.223
2478.9	84.707
2477.7	83.989
2477.1	83.451
2475.9	82.884
2475.2	82.295
2474.0	81.726
2472.8	81.208
2472.2	80.618
2471.0	80.047
2469.7	79.476
2469.1	78.885
2467.9	78.364
2466.7	77.792
2466.1	77.250
2464.9	76.677
2464.3	76.134
2463.1	75.560
2461.8	74.984
2461.2	74.390
2460.0	73.814
2458.8	73.237
2458.2	72.641
2457.0	72.115
2455.8	71.587
2455.2	70.991
2454.0	70.462
2452.8	69.933
2452.2	69.335
2451.0	68.805
2449.8	68.275
2449.2	67.727
2448.0	67.247
2446.8	66.715
2446.2	66.218
2445.0	65.736
2443.8	65.254
2443.2	64.756
2442.0	64.273
2440.8	63.789
2440.2	63.290
2439.0	62.857
2437.8	62.372
2437.2	61.923
2436.1	61.489
2434.9	61.003
2434.3	60.553
2433.1	60.118
2431.9	59.734
2430.7	59.298
2430.1	58.847
2429.0	58.410
2427.8	57.972
2427.2	57.572
2426.0	57.134
2424.8	56.747
2424.2	56.294
2423.1	55.907
2421.9	55.519
2420.7	55.078
2420.1	54.676
2419.0	54.287
2417.8	53.898
2417.2	53.495
2416.0	53.104
2414.9	52.714
2413.7	52.323
2413.1	51.960
2412.0	51.590
2410.8	51.218
2410.2	50.866
2409.1	50.525
2407.9	50.184
2406.7	49.832
2406.2	49.500
2405.0	49.168
2403.8	48.836
2403.3	48.498
2402.1	48.191
2401.0	47.869
2399.8	47.557
2399.2	47.228
2398.1	46.921
2396.9	46.602
2395.8	46.294
2395.2	45.985
2394.1	45.671
2392.9	45.357
2391.8	45.048
2391.2	44.727
2390.1	44.412
2388.9	44.102
2387.8	43.802
2387.2	43.497
2386.1	43.207
2384.9	42.911
2383.8	42.594
2383.2	42.278
2382.1	41.987
2381.0	41.674
2379.8	41.382
2379.3	41.081
2378.1	40.794
2377.0	40.501
2375.9	40.219
2374.7	39.947
2374.2	39.655
2373.0	39.377
2371.9	39.104
2370.8	38.847
2370.2	38.554
2369.1	38.286
2368.0	38.012
2366.9	37.749
2365.7	37.496
2365.2	37.234
2364.1	36.991
2362.9	36.732
2361.8	36.478
2361.3	36.215
2360.2	35.950
2359.0	35.701
2357.9	35.451
2356.8	35.207
2356.3	34.964
2355.2	34.714
2354.0	34.469
2352.9	34.234
2351.8	34.010
2350.7	33.780
2350.2	33.547
2349.1	33.327
2348.0	33.108
2346.9	32.882
2345.8	32.662
2345.2	32.439
2344.1	32.202
2343.0	31.992
2341.9	31.776
2340.8	31.566
2339.7	31.355
2339.2	31.131
2338.1	30.931
2337.0	30.725
2335.9	30.524
2334.8	30.318
2334.3	30.110
2333.2	29.908
2332.1	29.707
2331.0	29.510
2329.9	29.324
2328.8	29.133
2327.7	28.947
2327.2	28.748
2326.1	28.567
2325.0	28.375
2324.0	28.194
2322.9	28.007
2321.8	27.836
2321.3	27.642
2320.2	27.460
2319.1	27.288
2318.0	27.116
2317.0	26.950
2315.9	26.789
2314.8	26.617
2313.7	26.461
2313.2	26.282
2312.1	26.120
2311.1	25.937
2310.0	25.785
2308.9	25.623
2307.9	25.472
2306.8	25.315
2305.7	25.163
2305.2	25.000
2304.1	24.864
2303.1	24.717
2302.0	24.587
2301.0	24.439
2299.9	24.314
2298.9	24.172
2297.8	24.052
2297.3	23.910
2296.2	23.790
2295.2	23.653
2294.1	23.521
2293.1	23.395
2292.0	23.269
2291.0	23.126
2289.9	22.994
2288.9	22.856
2287.8	22.735
2286.8	22.608
2286.2	22.486
2285.2	22.365
2284.1	22.243
2283.1	22.132
2282.1	22.026
2281.0	21.921
2280.0	21.831
2278.9	21.731
2277.9	21.625
2276.9	21.519
2275.8	21.435
2274.8	21.334
2273.8	21.234
2273.2	21.139
2272.2	21.043
2271.2	20.953
2270.1	20.880
2269.1	20.801
2268.1	20.722
2267.1	20.631
2266.0	20.541
2265.0	20.456
2264.0	20.376
2263.0	20.274
2261.9	20.195
2260.9	20.120
2259.9	20.035
2258.9	19.966
2257.8	19.892
2256.8	19.839
2255.8	19.793
2254.8	19.718
2253.8	19.649
2252.8	19.591
2252.3	19.534
2251.2	19.464
2250.2	19.412
2249.2	19.353
2248.2	19.301
2247.2	19.253
2246.2	19.200
2245.2	19.142
2244.2	19.089
2243.2	19.036
2242.2	18.983
2241.1	18.935
2240.1	18.882
2239.1	18.834
2238.1	18.792
2237.1	18.750
2236.1	18.702
2235.1	18.671
2234.1	18.646
2233.1	18.637
2232.1	18.601
2231.1	18.581
2230.2	18.572
2229.2	18.541
2228.2	18.515
2227.2	18.490
2226.2	18.470
2225.2	18.439
2224.2	18.418
2223.2	18.404
2222.2	18.373
2221.2	18.375
2220.2	18.372
2218.8	18.367
2217.8	18.358
2216.8	18.344
2215.8	18.318
2214.8	18.298
2213.9	18.289
2212.9	18.286
2211.9	18.277
2210.9	18.279
2209.9	18.293
2209.0	18.307
2208.0	18.320
2207.0	18.340
2206.0	18.336
2205.1	18.333
2204.1	18.341
2203.1	18.327
2202.2	18.329
2201.2	18.326
2200.2	18.334
2198.8	18.346
2197.8	18.348
2196.8	18.356
2195.9	18.364
2194.9	18.372
2193.9	18.375
2193.0	18.371
2192.0	18.374
2191.1	18.387
2190.1	18.424
2189.1	18.444
2188.2	18.480
2187.2	18.511
2185.8	18.564
2184.8	18.612
2183.9	18.661
2182.9	18.698
2182.0	18.735
2181.0	18.795
2180.1	18.832
2179.1	18.886
2178.2	18.946
2177.2	18.989
2175.8	19.048
2174.9	19.096
2173.9	19.134
2173.0	19.177
2172.0	19.231
2171.1	19.274
2170.1	19.323
2169.2	19.372
2167.8	19.425
2166.8	19.474
2165.9	19.529
2165.0	19.584
2164.0	19.633
2163.1	19.688
2162.2	19.749
2161.2	19.821
2159.8	19.881
2158.9	19.953
2158.0	20.020
2157.0	20.099
2156.1	20.166
2155.2	20.250
2153.8	20.339
2152.9	20.412
2151.9	20.497
2151.0	20.576
2150.1	20.655
2149.2	20.746
2148.2	20.836
2146.8	20.926
2145.9	21.029
2145.0	21.120
2144.1	21.217
2143.2	21.314
2141.8	21.415
2140.9	21.507
2140.0	21.616
2139.0	21.719
2138.1	21.822
2137.2	21.926
2135.8	22.034
2134.9	22.149
2134.0	22.271
2133.1	22.380
2132.2	22.496
2130.8	22.640
2129.9	22.768
2129.0	22.890
2128.1	23.023
2127.2	23.157
2125.9	23.290
2124.9	23.436
2124.0	23.582
2123.1	23.728
2121.8	23.886
2120.9	24.032
2120.0	24.202
2119.1	24.361
2118.2	24.519
2116.9	24.677
2116.0	24.848
2115.1	24.989
2114.2	25.149
2112.8	25.307
2111.9	25.485
2111.0	25.650
2110.1	25.828
2108.8	25.999
2107.9	26.189
2107.0	26.367
2106.1	26.557
2104.8	26.741
2103.9	26.943
2103.0	27.134
2102.2	27.331
2100.8	27.545
2100.0	27.760
2099.1	27.969
2098.2	28.185
2096.9	28.418
2096.0	28.646
2095.1	28.856
2093.8	29.096
2092.9	29.313
2092.1	29.547
2091.2	29.764
2089.9	30.011
2089.0	30.252
2088.1	30.499
2086.8	30.753
2085.9	31.001
2085.1	31.237
2084.2	31.497
2082.9	31.740
2082.0	32.001
2081.2	32.256
2079.9	32.536
2079.0	32.797
2078.1	33.071
2076.8	33.345
2076.0	33.626
2075.1	33.894
2073.8	34.188
2073.0	34.469
2072.1	34.762
2070.8	35.050
2070.0	35.362
2069.1	35.656
2067.8	35.976
2067.0	36.283
2066.1	36.608
2064.8	36.935
2064.0	37.261
2063.1	37.587
2061.9	37.927
2061.0	38.272
2060.2	38.617
2058.9	38.971
2058.0	39.335
2057.2	39.687
2055.9	40.054
2055.1	40.419
2053.8	40.786
2053.0	41.152
2052.1	41.518
2050.9	41.893
2050.0	42.278
2049.2	42.663
2047.9	43.057
2047.1	43.443
2045.8	43.857
2045.0	44.256
2044.2	44.661
2042.9	45.070
2042.1	45.488
2040.8	45.917
2040.0	46.348
2039.2	46.774
2037.9	47.228
2037.1	47.685
2035.8	48.140
2035.0	48.598
2034.2	49.069
2032.9	49.556
2032.1	50.009
2030.9	50.516
2030.0	50.982
2028.8	51.478
2028.0	51.970
2027.2	52.474
2025.9	52.990
2025.1	53.508
2023.9	54.037
2023.1	54.575
2021.8	55.124
2021.0	55.662
2020.2	56.213
2019.0	56.795
2018.2	57.354
2016.9	57.937
2016.1	58.508
2014.9	59.130
2014.1	59.734
2012.9	60.357
2012.1	60.987
2010.9	61.624
2010.1	62.255
2008.8	62.931
2008.0	63.582
2006.8	64.246
2006.0	64.898
2004.8	65.627
2004.0	66.343
2002.8	67.010
2002.0	67.790
2001.2	68.508
2000.0	69.241
1998.8	70.037
1998.0	70.819
1996.8	71.554
1996.0	72.338
1994.8	73.137
1994.0	73.923
1992.8	74.787
1992.0	75.574
1990.8	76.439
1990.0	77.228
1988.9	78.095
1988.1	78.948
1986.9	79.817
1986.1	80.671
1984.9	81.606
1984.1	82.525
1982.9	83.461
1982.2	84.382
1981.0	85.320
1979.8	86.323
1979.0	87.246
1977.8	88.251
1977.1	89.176
1975.9	90.182
1975.1	91.109
1973.9	92.181
1973.2	93.173
1972.0	94.120
1970.8	95.132
1970.1	96.191
1968.9	97.205
1968.1	98.201
1967.0	99.281
1966.2	100.28
1965.0	101.36
1963.9	102.44
1963.1	103.45
1961.9	104.53
1961.2	105.53
1960.0	106.62
1958.9	107.71
1958.1	108.71
1956.9	109.81
1956.2	110.81
1955.0	111.84
1953.9	112.94
1953.1	113.88
1952.0	114.91
1950.8	115.88
1950.1	116.89
1948.9	117.87
1948.2	118.81
1947.0	119.72
1945.9	120.70
1945.1	121.52
1944.0	122.43
1942.9	123.28
1942.1	124.10
1941.0	124.89
1939.9	125.67
1939.1	126.30
1938.0	126.96
1936.9	127.55
1936.1	128.12
1935.0	128.65
1933.9	129.12
1933.1	129.56
1932.0	129.89
1930.9	130.16
1930.1	130.34
1929.0	130.48
1927.9	130.62
1927.2	130.61
1926.0	130.55
1924.9	130.43
1923.8	130.25
1923.1	129.91
1922.0	129.59
1920.9	129.14
1920.1	128.67
1919.0	128.09
1917.9	127.44
1917.2	126.64
1916.1	125.79
1915.0	124.81
1913.9	123.83
1913.1	122.70
1912.0	121.52
1910.9	120.21
1909.9	118.83
1909.1	117.30
1908.0	115.65
1906.9	113.87
1905.9	112.02
1905.1	109.96
1904.0	107.84
1902.9	105.46
1901.9	103.01
1901.1	100.27
1900.1	97.486
1899.0	94.563
1897.9	91.505
1897.2	88.294
1896.1	84.965
1895.0	81.565
1893.9	78.094
1892.9	74.554
1892.1	70.996
1891.1	67.514
1890.0	64.009
1888.9	60.566
1887.9	57.232
1887.1	53.971
1886.1	50.876
1885.0	47.892
1883.9	45.057
1882.9	42.360
1882.2	39.839
1881.1	37.450
1880.1	35.252
1879.0	33.172
1877.9	31.276
1876.9	29.506
1876.2	27.877
1875.1	26.351
1874.1	24.964
1873.0	23.670
1872.0	22.495
1870.9	21.386
1869.9	20.390
1869.2	19.456
1868.1	18.600
1867.1	17.809
1866.0	17.085
1865.0	16.407
1863.9	15.803
1862.9	15.238
1861.9	14.720
1861.2	14.226
1860.1	13.788
1859.1	13.377
1858.0	13.012
1857.0	12.661
1856.0	12.350
1854.9	12.059
1853.9	11.815
1852.9	11.577
1851.9	11.359
1851.2	11.146
1850.1	10.956
1849.1	10.765
1848.1	10.607
1847.1	10.436
1846.0	10.306
1845.0	10.176
1844.0	10.052
1843.0	9.9346
1842.0	9.8241
1840.9	9.7135
1839.9	9.6232
1838.9	9.5260
1837.9	9.4492
1836.9	9.3723
1835.9	9.3091
1834.9	9.2525
1833.9	9.1891
1832.8	9.1393
1831.8	9.0963
1831.2	9.0448
1830.2	9.0154
1829.2	8.9791
1828.2	8.9566
1827.2	8.9271
1826.2	8.9045
1825.2	8.8887
1824.2	8.8867
1823.2	8.8708
1822.2	8.8688
1821.2	8.8598
1819.8	8.8525
1818.8	8.8435
1817.9	8.8345
1816.9	8.8186
1815.9	8.8095
1814.9	8.7936
1813.9	8.7984
1812.9	8.7893
1811.9	8.7871
1810.9	8.7780
1810.0	8.7550
1809.0	8.7528
1808.0	8.7437
1807.0	8.7345
1806.0	8.7392
1805.1	8.7370
1804.1	8.7487
1803.1	8.7534
1802.1	8.7652
1801.2	8.7769
1799.9	8.7902
1798.9	8.7949
1797.9	8.7997
1796.9	8.8114
1796.0	8.8092
1795.0	8.8069
1794.0	8.8046
1793.1	8.7954
1792.1	8.7791
1791.2	8.7768
1789.9	8.7760
1788.9	8.7526
1787.9	8.7363
1787.0	8.7198
1786.0	8.6893
1785.1	8.6729
1784.1	8.6423
1782.8	8.6132
1781.9	8.5896
1780.9	8.5589
1780.0	8.5353
1779.0	8.5116
1778.1	8.4808
1777.1	8.4500
1775.9	8.4277
1774.9	8.3897
1774.0	8.3516
1773.0	8.3206
1772.1	8.2683
1770.9	8.2387
1769.9	8.2005
1769.0	8.1551
1768.0	8.1026
1767.1	8.0500
1765.8	7.9916
1764.9	7.9460
1764.0	7.8932
1763.0	7.8333
1762.1	7.7804
1760.9	7.7288
1759.9	7.6614
1759.0	7.5940
1758.1	7.5409
1756.9	7.4746
1755.9	7.4070
1755.0	7.3393
1754.1	7.2787
1752.8	7.2265
1751.9	7.1722
1751.0	7.1106
1750.1	7.0591
1748.9	6.9986
1747.9	6.9491
1747.0	6.8966
1746.1	6.8470
1744.9	6.7913
1744.0	6.7480
1743.1	6.6931
1741.9	6.6552
1740.9	6.6125
1740.0	6.5705
1739.1	6.5204
1737.9	6.4895
1737.0	6.4445
1736.1	6.3957
1734.9	6.3668
1734.0	6.3346
1733.1	6.2879
1731.9	6.2523
1731.0	6.2193
1730.1	6.2000
1728.9	6.1629
1728.0	6.1362
1727.1	6.0980
1725.9	6.0847
1725.0	6.0507
1724.1	6.0269
1722.9	5.9967
1722.1	5.9750
1720.9	5.9434
1720.0	5.9296
1719.1	5.8939
1717.9	5.8746
1717.0	5.8417
1715.9	5.8282
1715.0	5.8107
1714.1	5.7983
1712.9	5.7744
1712.0	5.7656
1710.9	5.7504
1710.0	5.7328
1709.1	5.7034
1707.9	5.6911
1707.1	5.6712
1705.9	5.6618
1705.0	5.6360
1703.9	5.6280
1703.0	5.6073
1702.1	5.6065
1701.0	5.5829
1700.1	5.5725
1698.9	5.5556
1698.1	5.5451
1696.9	5.5355
1696.1	5.5383
1694.9	5.5221
1694.1	5.5189
1692.9	5.5101
1692.0	5.5195
1690.9	5.5144
1690.0	5.5186
1688.9	5.5120
1688.0	5.5267
1686.9	5.5103
1686.1	5.5213
1684.9	5.5153
1684.1	5.5196
1682.9	5.5203
1682.1	5.5268
1681.0	5.5156
1680.1	5.5236
1679.0	5.5161
1678.1	5.5286
1677.0	5.5278
1675.9	5.5330
1675.0	5.5253
1673.9	5.5320
1673.1	5.5280
1672.0	5.5423
1671.1	5.5360
1670.0	5.5450
1668.9	5.5479
1668.1	5.5620
1666.9	5.5657
1666.1	5.5836
1665.0	5.5820
1663.9	5.6039
1663.1	5.5961
1662.0	5.6142
1661.1	5.6026
1660.0	5.6177
1658.9	5.6191
1658.1	5.6257
1657.0	5.6264
1655.9	5.6484
1655.1	5.6436
1654.0	5.6579
1652.9	5.6587
1652.1	5.6820
1651.0	5.6850
1649.9	5.7063
1649.1	5.7159
1648.0	5.7464
1646.9	5.7532
1646.1	5.7843
1645.0	5.7981
1643.9	5.8286
1643.1	5.8437
1642.0	5.8751
1641.0	5.8867
1639.9	5.9127
1639.1	5.9172
1638.0	5.9395
1636.9	5.9487
1636.1	5.9709
1635.1	5.9802
1634.0	6.0048
1632.9	6.0188
1632.1	6.0456
1631.1	6.0518
1630.0	6.0758
1628.9	6.0929
1627.9	6.1223
1627.1	6.1277
1626.0	6.1633
1625.0	6.1859
1623.9	6.2178
1623.1	6.2464
1622.1	6.2791
1621.0	6.3087
1620.0	6.3454
1618.9	6.3658
1618.1	6.3976
1617.1	6.4173
1616.0	6.4487
1615.0	6.4739
1613.9	6.5030
1612.9	6.5290
1612.1	6.5633
1611.1	6.5956
1610.0	6.6295
1609.0	6.6541
1608.0	6.6951
1606.9	6.7159
1605.9	6.7452
1604.9	6.7809
1604.1	6.8233
1603.1	6.8606
1602.1	6.9058
1601.0	6.9432
1600.0	6.9869
1599.0	7.0409
1598.0	7.0839
1596.9	7.1278
1595.9	7.1678
1594.9	7.2070
1593.9	7.2573
1593.1	7.3081
1592.1	7.3688
1591.1	7.4257
1590.1	7.4889
1589.1	7.5419
1588.1	7.6036
1587.0	7.6544
1586.0	7.7115
1585.0	7.7727
1584.0	7.8340
1583.0	7.8897
1582.0	7.9591
1581.0	8.0357
1580.0	8.1044
1579.0	8.1572
1578.0	8.2341
1577.0	8.2950
1576.0	8.3640
1575.1	8.4411
1574.1	8.5023
1573.1	8.5796
1572.1	8.6569
1571.1	8.7343
1570.1	8.8119
1569.1	8.8895
1567.9	8.9846
1566.9	9.0544
1565.9	9.1403
1564.9	9.2103
1564.0	9.3045
1563.0	9.3826
1562.0	9.4770
1561.0	9.5634
1560.1	9.6499
1559.1	9.7446
1558.1	9.8313
1556.9	9.9197
1555.9	10.015
1555.0	10.110
1554.0	10.221
1553.0	10.317
1552.1	10.428
1551.1	10.532
1549.9	10.646
1548.9	10.766
1548.0	10.878
1547.0	10.998
1546.1	11.127
1545.1	11.248
1543.9	11.387
1543.0	11.516
1542.0	11.662
1541.1	11.799
1539.9	11.939
1538.9	12.077
1538.0	12.231
1537.0	12.378
1536.1	12.525
1534.9	12.665
1534.0	12.820
1533.0	12.976
1532.1	13.148
1530.9	13.306
1530.0	13.478
1529.1	13.626
1528.1	13.799
1527.0	13.949
1526.0	14.131
1525.1	14.304
1523.9	14.488
1523.0	14.679
1522.1	14.869
1520.9	15.054
1520.0	15.245
1519.1	15.428
1517.9	15.638
1517.0	15.830
1516.1	16.039
1514.9	16.250
1514.0	16.467
1513.1	16.685
1511.9	16.905
1511.0	17.124
1509.9	17.361
1509.0	17.580
1508.1	17.815
1506.9	18.037
1506.0	18.273
1504.9	18.496
1504.0	18.741
1503.1	18.978
1502.0	19.235
1501.1	19.481
1499.9	19.747
1499.0	20.010
1497.9	20.277
1497.0	20.524
1496.1	20.797
1495.0	21.073
1494.1	21.363
1493.0	21.632
1492.1	21.906
1491.0	22.183
1490.1	22.475
1489.0	22.736
1488.1	23.037
1487.0	23.316
1486.1	23.609
1485.0	23.880
1483.9	24.161
1483.0	24.429
1481.9	24.710
1481.0	24.971
1479.9	25.252
1479.1	25.522
1478.0	25.813
1477.1	26.084
1476.0	26.375
1474.9	26.668
1474.1	26.956
1473.0	27.223
1472.1	27.513
1471.0	27.772
1469.9	28.023
1469.1	28.262
1468.0	28.514
1466.9	28.741
1466.1	28.963
1465.0	29.173
1463.9	29.383
1463.1	29.547
1462.0	29.714
1460.9	29.848
1460.1	29.969
1459.0	30.059
1457.9	30.150
1457.1	30.220
1456.0	30.293
1455.0	30.350
1453.9	30.415
1453.1	30.442
1452.0	30.490
1451.0	30.512
1449.9	30.543
1449.1	30.552
1448.0	30.556
1447.0	30.561
1445.9	30.548
1445.1	30.531
1444.0	30.519
1443.0	30.488
1442.0	30.458
1440.9	30.419
1440.1	30.367
1439.1	30.293
1438.0	30.227
1437.0	30.135
1436.0	30.034
1434.9	29.916
1433.9	29.806
1433.1	29.674
1432.0	29.555
1431.0	29.400
1430.0	29.263
1429.0	29.082
1428.0	28.918
1426.9	28.727
1425.9	28.545
1424.9	28.318
1424.1	28.087
1423.1	27.842
1422.1	27.588
1421.1	27.316
1420.1	27.034
1419.0	26.726
1418.0	26.408
1417.0	26.063
1416.0	25.709
1415.0	25.328
1414.0	24.928
1413.0	24.501
1412.0	24.073
1411.0	23.600
1410.0	23.127
1409.0	22.599
1408.1	22.080
1407.1	21.515
1406.1	20.949
1405.1	20.346
1403.9	19.746
1402.9	19.124
1401.9	18.474
1401.0	17.805
1400.0	17.144
1399.0	16.456
1398.0	15.784
1397.0	15.094
1396.1	14.411
1395.1	13.746
1393.9	13.099
1393.0	12.450
1392.0	11.835
1391.0	11.220
1390.0	10.631
1389.1	10.069
1387.9	9.5430
1387.0	9.0304
1386.0	8.5453
1385.0	8.0894
1384.1	7.6710
1382.9	7.2785
1382.0	6.9271
1381.0	6.5797
1380.1	6.2701
1378.9	5.9809
1378.0	5.7197
1377.0	5.4791
1376.1	5.2792
1374.9	5.0743
1374.0	4.9040
1373.1	4.7499
1371.9	4.6192
1371.0	4.5041
1370.1	4.3990
1368.9	4.2934
1368.0	4.2164
1367.1	4.1329
1365.9	4.0571
1365.0	3.9853
1364.1	3.9319
1363.0	3.8705
1362.0	3.8021
1360.9	3.7471
1360.0	3.7006
1359.1	3.6532
1358.0	3.5998
1357.0	3.5439
1355.9	3.4995
1355.0	3.4490
1353.9	3.4082
1353.0	3.3631
1352.1	3.3236
1351.0	3.2667
1350.1	3.2298
1349.0	3.1980
1348.1	3.1666
1347.0	3.1262
1346.1	3.0919
1345.0	3.0524
1344.1	3.0245
1343.0	2.9680
1341.9	2.9226
1341.0	2.8890
1339.9	2.8547
1339.0	2.8032
1338.0	2.7575
1337.1	2.7077
1336.0	2.6638
1334.9	2.6094
1334.0	2.5499
1333.0	2.4954
1331.9	2.4417
1331.0	2.3867
1330.0	2.3470
1329.1	2.3023
1328.0	2.2530
1327.0	2.2037
1326.1	2.1663
1325.0	2.1234
1324.0	2.0796
1322.9	2.0328
1322.1	2.0008
1321.0	1.9558
1320.0	1.9164
1319.1	1.8710
1318.0	1.8420
1317.0	1.8139
1316.0	1.7838
1314.9	1.7451
1314.1	1.7108
1313.0	1.6720
1312.0	1.6340
1311.0	1.5989
1309.9	1.5608
1309.1	1.5311
1308.0	1.5093
1307.0	1.4903
1306.0	1.4789
1305.0	1.4541
1304.0	1.4350
1302.9	1.4168
1302.1	1.3994
1301.1	1.3763
1300.1	1.3639
1299.0	1.3524
1298.0	1.3408
1297.0	1.3303
1296.0	1.3197
1295.0	1.3110
1294.0	1.3062
1293.0	1.2936
1292.0	1.2907
1291.0	1.2781
1290.0	1.2742
1289.0	1.2635
1288.0	1.2479
1287.0	1.2342
1286.0	1.2234
1285.0	1.2185
1284.0	1.2135
1283.0	1.1978
1282.1	1.1890
1281.1	1.1673
1279.9	1.1615
1278.9	1.1506
1278.0	1.1515
1277.0	1.1435
1276.0	1.1483
1275.0	1.1383
1274.0	1.1363
1273.1	1.1273
1271.9	1.1194
1271.0	1.1143
1270.0	1.1191
1269.0	1.1160
1268.1	1.1317
1266.9	1.1347
1266.0	1.1485
1265.0	1.1434
1264.1	1.1512
1262.9	1.1482
1262.0	1.1581
1261.0	1.1520
1259.9	1.1520
1259.0	1.1509
1258.0	1.1587
1257.1	1.1526
1256.0	1.1696
1255.0	1.1655
1254.1	1.1734
1253.0	1.1674
1252.0	1.1743
1250.9	1.1653
1250.0	1.1712
1249.1	1.1630
1248.0	1.1791
1247.0	1.1840
1246.0	1.2022
1245.0	1.2021
1243.9	1.2213
1243.0	1.2233
1241.9	1.2395
1241.0	1.2364
1239.9	1.2547
1239.0	1.2516
1237.9	1.2669
1237.0	1.2688
1235.9	1.2831
1235.0	1.2831
1234.0	1.2913
1233.0	1.2821
1232.0	1.2883
